device_globalid,servicecomponent_globalid
4a43eab46460205cbe59be93679469ff,4fe0104571c9b11ca41a1b30fbc42f28
426cff6050c7faa6a8bb20945bba7d4a,41d6545db82167af9ce2528ed63fa468
44597f9e9d7041d2a80581c5e94444b8,4d8a78a2c30ff4e4b914964268bda09f
4355fb9bd2402d56933245b72519b091,40d071fdee3b145f9ce258a29f686ed9
431295dd831c879ea62ab94b9f7c2aec,4d8a78a2c30ff4e4b914964268bda09f
46dd80cd4f595d729e1020db1cbb1540,40bf02cd613c5a7693a5971b94428196
4dc1c6b60a1f3450bdcb53c12c3f35e4,46c0b208d71a3fe79d4bd1ad18b6a79d
4a98708d9f7efbf28b1477146a03078e,40bf02cd613c5a7693a5971b94428196
433fae887b65513db901e6fb1c4b3c52,40b87ce77cbf8bb1b772d8b36f5f6395
4da7b9eb43e20e359f6befa306fe539f,439a239ec4e6b7bda462ead9769c4739
4e8d0322ece69df1b1a233e7dd20d087,4c7361f24c047008b55e8b05025b9b23
44f4d8d7e403df1c8029fba2ceb0a605,4aa3e2961e695078a28ac25deef0cde1
4851b4e041f242d49f39fc81000711dc,40c7a93a26ce4648b0bafbf5650e98b8
4aadff77216b4ea494d6bd6adbc20153,4fe0104571c9b11ca41a1b30fbc42f28
4007e5abd8f307cf8a248f455e18f489,4fe0104571c9b11ca41a1b30fbc42f28
44e3600979e0a9ea92bf48c38e3f8c88,439a239ec4e6b7bda462ead9769c4739
42b7c2f0378dca5d8e6aadd2374b71e2,4fe0104571c9b11ca41a1b30fbc42f28
4eb482c5f176ff2fa2227ca90ebf580c,47d489e637e1c35ebff0a9eeaddc51fc
4c5a620c5002c04b87d664872c6a6f7e,4b7c7dd17b31845f8e618a79adc5eaef
479b66ea763b1c588355043121b95c1b,4fe0104571c9b11ca41a1b30fbc42f28
44de90a993bbf549ab200ee14652a2c9,478b82716a929401a937459d93cbd2c3
42bb1f6b8862f60a9abc63494425233a,409296f9db9fd47e88441d2145fd7a09
48503e570d5c188a9ff5818883a05bf4,47d489e637e1c35ebff0a9eeaddc51fc
43b7142e1e1679fbae8ae51e867a87bb,4b7c1c95f962a4eca773a080327eb7f2
47a4c56d9ad616a6bb143ab01518e071,48b2b5e0e38048de8dd9da03825a4d02
4db62c46a89a66fdbe0a36afafee5146,4c7361f24c047008b55e8b05025b9b23
4e14278a38831033b15f5013998abf35,4dd289e982f81b08acec0688affce79f
43f0a508bbc70a918e30b8154055e96d,439a239ec4e6b7bda462ead9769c4739
4ab05163f42750b0a6136f8fbcce772e,4fe0104571c9b11ca41a1b30fbc42f28
4a575c8c593b34e386e897264b1df44f,48b2b5e0e38048de8dd9da03825a4d02
4025dc9b3c4af2ac8931227ad8ee596d,4fe0104571c9b11ca41a1b30fbc42f28
4d5efe47b210aa88b95de10c2239df6a,48b2b5e0e38048de8dd9da03825a4d02
47e50a952e894f81bc5e26c35beb0833,4d8a78a2c30ff4e4b914964268bda09f
4571f7906654918ba4376b45750a2284,48b2b5e0e38048de8dd9da03825a4d02
44417ae60474a92eb63bd3ed1efd71d3,4454e78a9fc928f3a710c3285c29ccb4
4b3e2772d5a8293899ea9433cff908b1,47b8b2aa9c3243608c70e9436a069c74
4d16768a09c7f270bfcf986c22fad4c0,4fe0104571c9b11ca41a1b30fbc42f28
482c213d00a759b495ac585e5232818e,48b2b5e0e38048de8dd9da03825a4d02
49caaab4743d3a1cac3a5a14bc185643,4b7c1c95f962a4eca773a080327eb7f2
49a54a3f3af99d10a238e7045e197d26,4fe0104571c9b11ca41a1b30fbc42f28
4fb34d110c8034b1846683e3d38b05dc,40d071fdee3b145f9ce258a29f686ed9
429465ab0fdc84c6af8ab9c33dc745aa,4150ef05dddac6a3bc291e8a61e2fe77
4162e549aaddabaaa9ef28125709f324,40b87ce77cbf8bb1b772d8b36f5f6395
4e457e014dc40437a31178b94b61f475,40d071fdee3b145f9ce258a29f686ed9
4a2227e6612b1bacb5418ac54bdcc25b,4d881d56da051916848dc2ef2c5e2911
49263307c966fac2893fab956e65cb61,4fe0104571c9b11ca41a1b30fbc42f28
4ac957df64e45183b9ab8ed1699e2d5e,48b2b5e0e38048de8dd9da03825a4d02
49f6527d1693498e85ff241f1f409ce1,4ee00cb1dde63e8280dabffed4a0894f
40b3ee6fe322acbb9160513f023e9df5,48b2b5e0e38048de8dd9da03825a4d02
483df9445cd7b0de84d11180e3dacfbf,4b7c1c95f962a4eca773a080327eb7f2
4ddeeb004693b850ace4fb261fba4888,48568ab85db82e968d0215bb1027b387
40fea210eecab20aa6ce56d77f8ae8a6,4b7c7dd17b31845f8e618a79adc5eaef
4648e3b4e49b8d548316b8a0ff914d2e,4fe0104571c9b11ca41a1b30fbc42f28
41685fb8467088c48223ef6bc03f92ed,4c7361f24c047008b55e8b05025b9b23
47bca329ccd1104bb11081b9e1a69901,48b2b5e0e38048de8dd9da03825a4d02
406b7266459490fca26b52c2eccd6fb2,40d071fdee3b145f9ce258a29f686ed9
4efa90a2896ede0089c66f700b532407,4a6f5f16351179de84e1dfba6ffdfd84
4260246f5c757b61925551f57efb7450,47d489e637e1c35ebff0a9eeaddc51fc
4ce492704b67aaf18436d31483ac50cb,4aa3e2961e695078a28ac25deef0cde1
49ce084aed098d08a8efef72095f8750,4d8a78a2c30ff4e4b914964268bda09f
4d2108bd002a5ee68c764bd0dcbaff76,439a239ec4e6b7bda462ead9769c4739
4837145d47efdb3ea7d7a6a1c9077500,4a2571b815417b46860794b92ea890e1
4cbb18fcffecd4ee97e24f1e58d55827,4fe0104571c9b11ca41a1b30fbc42f28
45252338b157ad9cb421b9d73445d554,4b7c7dd17b31845f8e618a79adc5eaef
47e724a0e111a7b6ae7032e6628f1307,48b2b5e0e38048de8dd9da03825a4d02
4dafae958d3166da9316b6aeb2f6d008,46c0b208d71a3fe79d4bd1ad18b6a79d
4ec03b56566c9356a2bfa786cfcc274a,4e2d3cb456e810aeb403fc7dbab713be
4d56f75c2d735374b8b642447c56b27f,4fe0104571c9b11ca41a1b30fbc42f28
41ca0a3925d8c7df94fc35673aea8d64,4b7c7dd17b31845f8e618a79adc5eaef
49d1f3da8d0b46d0a128278a94231d8a,4d8a78a2c30ff4e4b914964268bda09f
45c8e4420d16440ea7273f1d826a5608,4fe0104571c9b11ca41a1b30fbc42f28
4eff3ce4cd91f926b8423eadab35bf1a,40c7a93a26ce4648b0bafbf5650e98b8
4fe902028f5d7e4fbef2d6742cb701f6,4a2571b815417b46860794b92ea890e1
4c26f0d2e01d2a54961a88840a661826,439a239ec4e6b7bda462ead9769c4739
418470f78f182f189bafaf8439771300,4fe0104571c9b11ca41a1b30fbc42f28
4e28fedb8472fd5f98b6c985089169ad,48b2b5e0e38048de8dd9da03825a4d02
4973b1b57159b8f8ab5d23d64817e5f8,4a6f5f16351179de84e1dfba6ffdfd84
4b88551533a92aa5984d12497f3db100,4fe0104571c9b11ca41a1b30fbc42f28
4371e624b2dbaf99b1d9994ec8b12ba7,49f2c825d3563da6898a3431936e3c83
4b8d43c87425f721a8159822c498ac18,4ebb9bc30f762fdf9edf6d482e1eed29
48dd08ffdacb8f04ad643fe7fbcf6575,4dd289e982f81b08acec0688affce79f
48faffcc789ec100bea3143a2858937b,45a5b1057e80abc293cbfe82092c915e
4ee488bd7004787da932ab0618153b1f,439a239ec4e6b7bda462ead9769c4739
4561bee55facb869aa57bb634c30b713,4150ef05dddac6a3bc291e8a61e2fe77
4508758b47d656c691ea3b8f2a0dad3d,4fe0104571c9b11ca41a1b30fbc42f28
44b1923274abfcab91580db1b2c86e48,4fe0104571c9b11ca41a1b30fbc42f28
4088a3c986ee69a9aed8d112bce702d0,48b2b5e0e38048de8dd9da03825a4d02
443d17eb1c67743f98d98d1650ed5fc2,4b7c7dd17b31845f8e618a79adc5eaef
4bb15b07bb5f4b7ab3bbb600d5edb36e,4fe0104571c9b11ca41a1b30fbc42f28
465094415dfeef11a6d758dfcb2e7968,4fe0104571c9b11ca41a1b30fbc42f28
4597c3c3138993ec9736c01d3eaa79a5,4d8a78a2c30ff4e4b914964268bda09f
4afee0b147fba4e6b43f92ab900ba77a,4a6cb2adcddb27a1b76e661557a6e71c
4354e1033eb5616183baa706ebab3482,4fe0104571c9b11ca41a1b30fbc42f28
46ddc68587f10e87b4baad014a081ad4,4fe0104571c9b11ca41a1b30fbc42f28
487c49a3ad31b08592887da0534c04ea,4d8a78a2c30ff4e4b914964268bda09f
4422efb202991402a474017f222ea355,48b2b5e0e38048de8dd9da03825a4d02
44debcc9f0ffe815872697b1e7904194,45a5b1057e80abc293cbfe82092c915e
497f22694a4ad44e95143d3f930e0f2a,4150ef05dddac6a3bc291e8a61e2fe77
46abf9369330f83284f44ab9e4cebe1f,41d6545db82167af9ce2528ed63fa468
47d4e6c9aa23992ba9f78daf0b7f6f67,41fb05fadcafbf56a824af28c7fe10d4
4c8247bd508bad3c9d4560b31ba4e445,409296f9db9fd47e88441d2145fd7a09
4b8a18fa7c9149c6b8eec5acfe994805,4d771ec463d492f0bded2a762434a843
4a88bd6edd8113cb8c00353d31d8a989,4fe0104571c9b11ca41a1b30fbc42f28
4a8dd9ddb278a63d832940e5b81151e5,439a239ec4e6b7bda462ead9769c4739
4c9800c5bd9cc2f1911491bec060e7e9,40c7a93a26ce4648b0bafbf5650e98b8
4e9ca1a4f7cd58938003b7b1b636fab7,47d489e637e1c35ebff0a9eeaddc51fc
4129b3ccc1ed0249b9355562db1ce0b1,4fe0104571c9b11ca41a1b30fbc42f28
4bbf4f6f340052b9af4942a99dbbee33,4fe0104571c9b11ca41a1b30fbc42f28
45e22ee747591f6e8e037c79ec54dc73,4b7c1c95f962a4eca773a080327eb7f2
41ba112ec52912fab9ce335300e7f4f4,4addacaa87fea319a694c2f627107c8f
4afee0b147fba4e6b43f92ab900ba77a,4a0460bcc182eea8864c3a6be070e7f6
4eb4ccf1432e245fb6e4161533e0057d,4fe0a798c6c45febaf42a2c982138538
4fd669546a46133b8dad054d4ad36b45,4c9520e39ddce949af705ca803099aa4
48d574140ca06abdb07cb74fba9fd894,4b7c1c95f962a4eca773a080327eb7f2
47e7613e9eb5693d8de63b231cc5aa3e,4a2571b815417b46860794b92ea890e1
43b8aa9774703baa946ae592e3a4b622,4feda6b3f61ee3c8bec730c1a808816a
4971035f44e3d976907a6f5a9e7bfdc8,47d489e637e1c35ebff0a9eeaddc51fc
445e16897cbb81078a6bc3e987c036e5,4dd2f0db003d24a7a965e0b37ce2cc11
496b6e8d8488d5abb431d41110c5eeb8,4d881d56da051916848dc2ef2c5e2911
42c3963fed026a8f8766e228b984505e,48b2b5e0e38048de8dd9da03825a4d02
420a891d116fd425b2f1f5a5742e0423,40c7a93a26ce4648b0bafbf5650e98b8
4e52ab878aa79390a3e169e067ff1ad3,4b7c1c95f962a4eca773a080327eb7f2
43cc67d3c87b83149996b555eaade17d,4c7361f24c047008b55e8b05025b9b23
4662fc77c037b7378ab3c3b85b473ea8,4fe0104571c9b11ca41a1b30fbc42f28
455a687dfa6f6a4d8b887ed6cdee690f,46f306668518c95096b73fbc76324047
4d5286dc29d8dd1bb9c04554a789bd83,47d489e637e1c35ebff0a9eeaddc51fc
43d847cfd1a2d8fa86f15fa1db8f4252,4fe0104571c9b11ca41a1b30fbc42f28
438142dc246a5671b9aaf81db7dc8a36,45dac7573024205d810b0ddd647f66db
449ff5d2548a84cc92ee1e841599d9df,4d0113acbf82460bb0776c255f13ca58
499fd4657eed2df4b9fe6ba4be62849d,48b2b5e0e38048de8dd9da03825a4d02
4d18011eb3ee7481b01feec6d3a2e559,4acd39d737c1e312adf359b78f6bb0b8
4d1eb502cc585a4583cbc1fc95ab1c36,4fe0104571c9b11ca41a1b30fbc42f28
4b686dd55dbc860aa08c42459f976ef4,439a239ec4e6b7bda462ead9769c4739
45cfe3bf81f2282b81afc0895116f3e1,4fe0104571c9b11ca41a1b30fbc42f28
48f34e2de6ea90db859bb48c117a839f,4fe0104571c9b11ca41a1b30fbc42f28
4da1ccbd68dfb1f4a6de2d464ebe9afe,4a6cb2adcddb27a1b76e661557a6e71c
4803cfaec7b53cfaaf3927e2aca4cd32,4b7c1c95f962a4eca773a080327eb7f2
4d256dc9ae45414b84f4154b4c85e403,40d071fdee3b145f9ce258a29f686ed9
47e0c315b7af6c50a265c8e934846925,4454e78a9fc928f3a710c3285c29ccb4
4a0977cebf2a7047a09db987c3d9e554,439a239ec4e6b7bda462ead9769c4739
4e39f0349f1f4bcb84f4f4ab5cda52d0,49ae040b4ad58039b1a6b44a5803cfd9
4151c0ff29a0a5d9912b4431d5e51848,48b2b5e0e38048de8dd9da03825a4d02
458db40134e940f19311f4f3bf55570b,4fe0104571c9b11ca41a1b30fbc42f28
41c16a06a7efe3aeba4f9b1956d04a7b,439a239ec4e6b7bda462ead9769c4739
4054116a535da0bc9d6e495bc0643809,4fe0104571c9b11ca41a1b30fbc42f28
40f44deccee04abc98c1f480a2ef81a0,439a239ec4e6b7bda462ead9769c4739
4c67f5b599f94e6bb1d15e846692339d,4c7361f24c047008b55e8b05025b9b23
4a92274cbcfa9f91b1fa9f5cd2d32b41,4b7c1c95f962a4eca773a080327eb7f2
4455c6512e5174bdb5db98654750f19a,41d6545db82167af9ce2528ed63fa468
4b4603789450b2578536003d68b4cbaf,4fe0104571c9b11ca41a1b30fbc42f28
4db3ff35f13c5b78a3fa97f522cd8038,4d8a78a2c30ff4e4b914964268bda09f
4273f62ac2313442b7662daad5db4c74,4b7c1c95f962a4eca773a080327eb7f2
46afbb1bb90c20e382a47e6b6377cf54,439a239ec4e6b7bda462ead9769c4739
46c423626736186485ca9b2301affdfa,48b2b5e0e38048de8dd9da03825a4d02
4cb4a1a0dd510ee7bc87a6de89ac4cec,439a239ec4e6b7bda462ead9769c4739
43eb2870e5603c90b469cece0b7451d0,42a0296b66000ed8a5953b302296baad
4aa25c059a1037e38816664ebe6a97b0,4a87925b32d4b6a795e3d7967d0c0359
45bfc8889b3482fe8688b81fb435bfda,4b7c7dd17b31845f8e618a79adc5eaef
41ccb74cae0ab07fba0171691f59c795,4fe0104571c9b11ca41a1b30fbc42f28
4ea573456c23e7a19f439f53af29bdf1,40c7a93a26ce4648b0bafbf5650e98b8
456ad9abcaa22b8ca7972e3826524af4,4b7c1c95f962a4eca773a080327eb7f2
45eb34042ceb2723a36d486ba3ac735e,439a239ec4e6b7bda462ead9769c4739
4f273b1ff9e02b0bb1a1adc8189d143e,4e4dbf77b67216598d5f20950f77849f
460b47915f2e50b78fa5ecf7fe96ff19,40d071fdee3b145f9ce258a29f686ed9
405c601a4ec1998b952ec84dade7bd71,42a0296b66000ed8a5953b302296baad
46c0789272a87fc18d3e83a1799ec246,4fe0104571c9b11ca41a1b30fbc42f28
486565e647ab958397418225f17bcee2,4fe0104571c9b11ca41a1b30fbc42f28
435f9eabeee6272c967d236acbb436e8,439a239ec4e6b7bda462ead9769c4739
4605c7ab3a9c416f9816abf75fe98347,48b2b5e0e38048de8dd9da03825a4d02
